restaurant_name,rating,total_ratings,address,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language,sentiment_compound,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_label
Gourmet Burger Kitchen,2.3,14.0,"Sainsbury's 19 Selly Oak Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJBajd7Zm9cEgRcH-sENmyiBU,"[""Monday: 12:00 – 8:00 PM"", ""Tuesday: 12:00 – 8:00 PM"", ""Wednesday: 12:00 – 8:00 PM"", ""Thursday: 12:00 – 8:00 PM"", ""Friday: 12:00 – 8:00 PM"", ""Saturday: 12:00 – 8:00 PM"", ""Sunday: 11:00 AM – 4:30 PM""]",Joe Hennessy,1.0,"Never again. Went today and waited 25mins, even though they were quite. Kids burger was black and burnt and I honestly think the staff knew it. A refund for the kids burger was provided, but I won't be returning and the staff don't really care and its very expensive for the quality.",2022-08-18 18:41:31,en,-0.4151,0.071,0.891,0.038,Negative
Ed's Easy diner,2.4,25.0,"Sainsbury's 19, Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJ8QvaQ7K9cEgRfDdPi4sQmWk,"[""Monday: 8:00 AM – 6:00 PM"", ""Tuesday: 8:00 AM – 6:00 PM"", ""Wednesday: 8:00 AM – 6:00 PM"", ""Thursday: 8:00 AM – 6:00 PM"", ""Friday: 8:00 AM – 6:00 PM"", ""Saturday: 8:00 AM – 6:00 PM"", ""Sunday: 11:00 AM – 5:00 PM""]",Dan Ashby,1.0,"Bacon was hard and not edible at all. Somehow the mushrooms were greasy. Hashbrown's were crispy but wet with grease. The beans were ok and sausages taste nice but greasy. I ordered brown toast received white. The coffee tasted salty somehow. Maybe dishwasher cleaner or something. Horrible.

So I basically ate 1 hashbrown, 2 sausage, 3 half toast, beans but not all and 1 egg for £13!

The music was the best experience",2025-03-21 09:26:18,en,0.8655,0.073,0.748,0.179,Positive
Ed's Easy diner,2.4,25.0,"Sainsbury's 19, Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJ8QvaQ7K9cEgRfDdPi4sQmWk,"[""Monday: 8:00 AM – 6:00 PM"", ""Tuesday: 8:00 AM – 6:00 PM"", ""Wednesday: 8:00 AM – 6:00 PM"", ""Thursday: 8:00 AM – 6:00 PM"", ""Friday: 8:00 AM – 6:00 PM"", ""Saturday: 8:00 AM – 6:00 PM"", ""Sunday: 11:00 AM – 5:00 PM""]",Sarish Mohar,2.0,"Food standard has deteriorated massively . Eggs were hard and rigid , hash brown lacking the usual flavour and worse of all sausages were rock hard that even using a knife was a struggle. Not sure what happened to the standard of this place ?
Used to frequent it weekly . Came back after almost 2 months and was aghast at how poor the food now has become",2022-04-18 11:00:36,en,-0.9282,0.25,0.75,0.0,Negative
Ed's Easy diner,2.4,25.0,"Sainsbury's 19, Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJ8QvaQ7K9cEgRfDdPi4sQmWk,"[""Monday: 8:00 AM – 6:00 PM"", ""Tuesday: 8:00 AM – 6:00 PM"", ""Wednesday: 8:00 AM – 6:00 PM"", ""Thursday: 8:00 AM – 6:00 PM"", ""Friday: 8:00 AM – 6:00 PM"", ""Saturday: 8:00 AM – 6:00 PM"", ""Sunday: 11:00 AM – 5:00 PM""]",Bella 02,1.0,"Breakfast was awful,sausage tasted like pure fat,bacon was hard and cold,mushrooms like they had been found the on the floor all with ten baked beans!
On bright side the coffe was nice.
Just have breakfast if you are desperate",2024-11-18 11:52:17,en,0.807,0.078,0.692,0.23,Positive
Ed's Easy diner,2.4,25.0,"Sainsbury's 19, Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJ8QvaQ7K9cEgRfDdPi4sQmWk,"[""Monday: 8:00 AM – 6:00 PM"", ""Tuesday: 8:00 AM – 6:00 PM"", ""Wednesday: 8:00 AM – 6:00 PM"", ""Thursday: 8:00 AM – 6:00 PM"", ""Friday: 8:00 AM – 6:00 PM"", ""Saturday: 8:00 AM – 6:00 PM"", ""Sunday: 11:00 AM – 5:00 PM""]",Diana Brown,1.0,No gluten free cakes at all in the restaurant!! Had to eat the one I bought in the shop..,2025-05-20 15:06:59,en,0.3987,0.1,0.725,0.176,Positive
Ed's Easy diner,2.4,25.0,"Sainsbury's 19, Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJ8QvaQ7K9cEgRfDdPi4sQmWk,"[""Monday: 8:00 AM – 6:00 PM"", ""Tuesday: 8:00 AM – 6:00 PM"", ""Wednesday: 8:00 AM – 6:00 PM"", ""Thursday: 8:00 AM – 6:00 PM"", ""Friday: 8:00 AM – 6:00 PM"", ""Saturday: 8:00 AM – 6:00 PM"", ""Sunday: 11:00 AM – 5:00 PM""]",Joanna Wilkinson,1.0,"Absolutely fuming 😤 today I was refused service in store based on the fact I have a food allergy they had no information about what ingredients their cakes and pastries contain and was told the could not risk serving me and when challenging the assistant manager she obviously was not equipped to  deal with a complaint as all she  stated was she could risk her job serving me  and was very condescending calling me 'luv'

Absolutely disgusting",2025-03-30 14:18:30,en,-0.8767,0.171,0.766,0.063,Negative
Ali's Kebab & Grill,4.8,14.0,"17a Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJE5o646K9cEgRqzey6ZFWcLA,,R,5.0,"Food it is delicious, specially the grilled chicken and lamb . Cleaned and hygienic. I really recommend it . This became’s  my favourite spot.",2024-09-24 22:55:01,en,0.7574,0.0,0.745,0.255,Positive
Ali's Kebab & Grill,4.8,14.0,"17a Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJE5o646K9cEgRqzey6ZFWcLA,,Simply Organized,5.0,"Tried the Kobideh and Chicken Joujeh Platter. Good value for money with rice and Salad.
Was good for 2 people or 1 hungry person.
Fresh, quick and polite.
Liked the service and the food.
Good clean and served with homemade sauces.",2024-08-03 21:48:08,en,0.9509,0.0,0.629,0.371,Positive
Ali's Kebab & Grill,4.8,14.0,"17a Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJE5o646K9cEgRqzey6ZFWcLA,,M R,5.0,Absolutely fantastic food 🤤 had the mixed Persian grill for one twice now & you can tell the food is made by a great chef! Highly recommend trying 👌,2024-08-05 18:31:41,en,0.9017,0.0,0.665,0.335,Positive
Ali's Kebab & Grill,4.8,14.0,"17a Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJE5o646K9cEgRqzey6ZFWcLA,,Rxch03,5.0,Absolutely lovely food and great service and very competitive prices. Peri peri wrap and 8” pizza was wonderful,2024-11-07 18:00:47,en,0.9311,0.0,0.502,0.498,Positive
Ali's Kebab & Grill,4.8,14.0,"17a Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJE5o646K9cEgRqzey6ZFWcLA,,Neelam Khan,5.0,"Amazing staff, great service. Salad amazing not just full of lettuce. Thank you for a great meal for a great price",2024-08-10 21:15:43,en,0.9732,0.0,0.367,0.633,Positive
BURGER & SAUCE - Selly Oak,4.8,476.0,"23 Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJVwTqln69cEgRGkFIFqX3MY8,"[""Monday: 11:00 AM – 12:00 AM"", ""Tuesday: 11:00 AM – 12:00 AM"", ""Wednesday: 11:00 AM – 12:00 AM"", ""Thursday: 11:00 AM – 12:00 AM"", ""Friday: 11:00 AM – 12:00 AM"", ""Saturday: 11:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 12:00 AM""]",Roman Brezovsky,3.0,"This definitely isn’t the worst burger I’ve had, but it’s not the best either. The loaded fries were lovely, and the mango lemonade was super refreshing. As for the burger – it was just okay. The signature spicy sauce had heat, but lacked depth of flavour, and the patty was a bit dry, which was disappointing considering it was Angus beef. I’ve had a regular burger from another branch before and it was much better, so this place can be a bit hit or miss.",2025-07-03 19:53:54,en,0.7429,0.128,0.693,0.179,Positive
BURGER & SAUCE - Selly Oak,4.8,476.0,"23 Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJVwTqln69cEgRGkFIFqX3MY8,"[""Monday: 11:00 AM – 12:00 AM"", ""Tuesday: 11:00 AM – 12:00 AM"", ""Wednesday: 11:00 AM – 12:00 AM"", ""Thursday: 11:00 AM – 12:00 AM"", ""Friday: 11:00 AM – 12:00 AM"", ""Saturday: 11:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 12:00 AM""]",Cho Ki Cheung,5.0,"The cashier was very polite and patient. The service was great.
All three types of fries were delicious.
The classic beef burgers and chicken wings are delicious. I will come again .",2025-04-19 20:52:39,en,0.91,0.0,0.701,0.299,Positive
BURGER & SAUCE - Selly Oak,4.8,476.0,"23 Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJVwTqln69cEgRGkFIFqX3MY8,"[""Monday: 11:00 AM – 12:00 AM"", ""Tuesday: 11:00 AM – 12:00 AM"", ""Wednesday: 11:00 AM – 12:00 AM"", ""Thursday: 11:00 AM – 12:00 AM"", ""Friday: 11:00 AM – 12:00 AM"", ""Saturday: 11:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 12:00 AM""]",LA the Connoisseur,4.0,"Burger & Sauce near uni is solid! The smash burger was juicy and full of flavour, but the real winner for me was the lemon pepper wings — crispy, seasoned perfectly, and proper addictive. Quick service, good vibe, and definitely worth the price. One of the best spots around for a quick, quality bite.",2025-05-29 12:55:35,en,0.9836,0.0,0.61,0.39,Positive
BURGER & SAUCE - Selly Oak,4.8,476.0,"23 Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJVwTqln69cEgRGkFIFqX3MY8,"[""Monday: 11:00 AM – 12:00 AM"", ""Tuesday: 11:00 AM – 12:00 AM"", ""Wednesday: 11:00 AM – 12:00 AM"", ""Thursday: 11:00 AM – 12:00 AM"", ""Friday: 11:00 AM – 12:00 AM"", ""Saturday: 11:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 12:00 AM""]",Kilo K,5.0,"I had the chicken and cheese fries along with the Angus Stack burger, and both were to die for. The fries were loaded just right – cheesy, flavorful, and totally addictive. The burger was juicy, stacked perfectly, and full of bold flavor. Honestly, it’s one of the best burgers I’ve had in a long time.

Service was top quality too – friendly, quick, and attentive. The whole experience from start to finish was spot on. Highly recommend if you’re craving proper comfort food done right. Can’t wait to go back!",2025-07-01 19:43:23,en,0.9622,0.037,0.73,0.233,Positive
BURGER & SAUCE - Selly Oak,4.8,476.0,"23 Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",ChIJVwTqln69cEgRGkFIFqX3MY8,"[""Monday: 11:00 AM – 12:00 AM"", ""Tuesday: 11:00 AM – 12:00 AM"", ""Wednesday: 11:00 AM – 12:00 AM"", ""Thursday: 11:00 AM – 12:00 AM"", ""Friday: 11:00 AM – 12:00 AM"", ""Saturday: 11:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 12:00 AM""]",은기민,5.0,Lovely burger and atmosphere. I highly recommend this restaurant. Try it!,2025-07-09 11:45:37,en,0.7836,0.0,0.537,0.463,Positive
"The Restaurant Hub, Selly Oak",4.5,558.0,"The Restaurant Hub, Sainsbury's Supermarket 19 Selly, Oak Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJLfFYnmW9cEgRG8bcM6e9VjY,"[""Monday: 8:00 AM – 8:00 PM"", ""Tuesday: 8:00 AM – 8:00 PM"", ""Wednesday: 8:00 AM – 8:00 PM"", ""Thursday: 8:00 AM – 8:00 PM"", ""Friday: 8:00 AM – 8:00 PM"", ""Saturday: 8:00 AM – 8:00 PM"", ""Sunday: 11:00 AM – 4:30 PM""]",Dean Wagstaff,5.0,Call here a few times to eat before.Food was usually ok.Today had the fish and chips and it was the best I’ve had in a long while. Great service from Pedro. Nothing too much trouble for him. We had our meal at 4.00pm which meant we got our 2 meals and 2 pots of tea for £15 ! Can’t beat that for good value. Keep up the excellent service Pedro and your team. I’ll be back again definitely.,2025-07-13 23:29:14,en,0.9704,0.0,0.745,0.255,Positive
"The Restaurant Hub, Selly Oak",4.5,558.0,"The Restaurant Hub, Sainsbury's Supermarket 19 Selly, Oak Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJLfFYnmW9cEgRG8bcM6e9VjY,"[""Monday: 8:00 AM – 8:00 PM"", ""Tuesday: 8:00 AM – 8:00 PM"", ""Wednesday: 8:00 AM – 8:00 PM"", ""Thursday: 8:00 AM – 8:00 PM"", ""Friday: 8:00 AM – 8:00 PM"", ""Saturday: 8:00 AM – 8:00 PM"", ""Sunday: 11:00 AM – 4:30 PM""]",Zeeman,5.0,"The service here is always 10/10… Pedro and the team really friendly and go out thier way.. food is always fresh, never rushed and atmosphere is really great. Happy to explain all the dishes and help with any dietary requirements… our fave mid week food spot

Keep up the great work",2025-02-18 19:01:01,en,0.9755,0.0,0.646,0.354,Positive
"The Restaurant Hub, Selly Oak",4.5,558.0,"The Restaurant Hub, Sainsbury's Supermarket 19 Selly, Oak Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJLfFYnmW9cEgRG8bcM6e9VjY,"[""Monday: 8:00 AM – 8:00 PM"", ""Tuesday: 8:00 AM – 8:00 PM"", ""Wednesday: 8:00 AM – 8:00 PM"", ""Thursday: 8:00 AM – 8:00 PM"", ""Friday: 8:00 AM – 8:00 PM"", ""Saturday: 8:00 AM – 8:00 PM"", ""Sunday: 11:00 AM – 4:30 PM""]",simon mitchell,5.0,"Had 3 fish bite meals and 2 mushy peas.
The food was amazing such big portions and well cooked.
The staff serving were polite and courteous and very helpful. Thank you so much.",2025-07-02 13:58:20,en,0.9334,0.0,0.633,0.367,Positive
"The Restaurant Hub, Selly Oak",4.5,558.0,"The Restaurant Hub, Sainsbury's Supermarket 19 Selly, Oak Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJLfFYnmW9cEgRG8bcM6e9VjY,"[""Monday: 8:00 AM – 8:00 PM"", ""Tuesday: 8:00 AM – 8:00 PM"", ""Wednesday: 8:00 AM – 8:00 PM"", ""Thursday: 8:00 AM – 8:00 PM"", ""Friday: 8:00 AM – 8:00 PM"", ""Saturday: 8:00 AM – 8:00 PM"", ""Sunday: 11:00 AM – 4:30 PM""]",amiee woolley,5.0,"The food was amazing perfect size for a small brunch, pur server elize was amazing and so kind and attentive to me and my families needs!! :)",2025-03-08 12:35:28,en,0.9616,0.0,0.531,0.469,Positive
"The Restaurant Hub, Selly Oak",4.5,558.0,"The Restaurant Hub, Sainsbury's Supermarket 19 Selly, Oak Shopping Park, Aston Webb Blvd, Selly Oak, Birmingham B29 6SJ, UK",ChIJLfFYnmW9cEgRG8bcM6e9VjY,"[""Monday: 8:00 AM – 8:00 PM"", ""Tuesday: 8:00 AM – 8:00 PM"", ""Wednesday: 8:00 AM – 8:00 PM"", ""Thursday: 8:00 AM – 8:00 PM"", ""Friday: 8:00 AM – 8:00 PM"", ""Saturday: 8:00 AM – 8:00 PM"", ""Sunday: 11:00 AM – 4:30 PM""]",Roberto Huggs,5.0,"Located in Sainsbury's on the 1st floor, access by stairs, lift, and escalator. Though on the occasion I went, the escalator was out of order.
A mixture of booths and tables it is very spacious. You have a cafe on one side and Harry Ramsden, Ed' Diner, and Slim chicken.
You order and give you a number and bring your food to the table.  Drinks are bottomless.
The food was great and the service was really good, staff were very friendly.
I'd go again",2024-05-25 16:17:01,en,0.9019,0.0,0.863,0.137,Positive
JASHARI GYROS,4.9,47.0,"856 Bristol Rd, Birmingham B29 6HW, UK",ChIJGcctnS-9cEgRDeIjER5dMNc,"[""Monday: 7:00 AM – 10:30 PM"", ""Tuesday: 7:00 AM – 10:30 PM"", ""Wednesday: 7:00 AM – 10:30 PM"", ""Thursday: 7:00 AM – 10:30 PM"", ""Friday: 7:00 AM – 10:30 PM"", ""Saturday: 7:00 AM – 10:30 PM"", ""Sunday: 7:00 AM – 10:30 PM""]",David Williams,5.0,"Newly opened.  I popped in to get a menu on Friday and so welcoming and helpful I returned for Sunday lunch here today.  I guess it must be word of mouth as the restaurant does not appear yet on google maps but at 14:00 it was full and buzzing.
I had #7 Mixed sausage & Bifteki Meal - which I very much enjoyed (pictured, there was pitta as well).  Coffee is good too.  Overall just shy of 5* but I expect things to improve once everything is fully bedded in and running smoothly.  I'll be back.",2024-07-07 22:25:18,en,0.9379,0.025,0.806,0.169,Positive
JASHARI GYROS,4.9,47.0,"856 Bristol Rd, Birmingham B29 6HW, UK",ChIJGcctnS-9cEgRDeIjER5dMNc,"[""Monday: 7:00 AM – 10:30 PM"", ""Tuesday: 7:00 AM – 10:30 PM"", ""Wednesday: 7:00 AM – 10:30 PM"", ""Thursday: 7:00 AM – 10:30 PM"", ""Friday: 7:00 AM – 10:30 PM"", ""Saturday: 7:00 AM – 10:30 PM"", ""Sunday: 7:00 AM – 10:30 PM""]",maryam nasr,5.0,"Great food and nice customer service.
Portion of the food was good and all the food very fresh cooked and delicious.",2025-04-14 22:06:17,en,0.9441,0.0,0.499,0.501,Positive
JASHARI GYROS,4.9,47.0,"856 Bristol Rd, Birmingham B29 6HW, UK",ChIJGcctnS-9cEgRDeIjER5dMNc,"[""Monday: 7:00 AM – 10:30 PM"", ""Tuesday: 7:00 AM – 10:30 PM"", ""Wednesday: 7:00 AM – 10:30 PM"", ""Thursday: 7:00 AM – 10:30 PM"", ""Friday: 7:00 AM – 10:30 PM"", ""Saturday: 7:00 AM – 10:30 PM"", ""Sunday: 7:00 AM – 10:30 PM""]",Kasia Hilal,5.0,"The best Greek restaurant I been to . Restaurant is not just about the food and drink is also about great service and chillfull atmosphere .
In this place you will found all in one ! Great food , excellent service and delicious food and drinks .
I love to back there with my family and friends. My 5 starts! Absolutely loved it",2024-09-28 20:02:20,en,0.9871,0.0,0.596,0.404,Positive
JASHARI GYROS,4.9,47.0,"856 Bristol Rd, Birmingham B29 6HW, UK",ChIJGcctnS-9cEgRDeIjER5dMNc,"[""Monday: 7:00 AM – 10:30 PM"", ""Tuesday: 7:00 AM – 10:30 PM"", ""Wednesday: 7:00 AM – 10:30 PM"", ""Thursday: 7:00 AM – 10:30 PM"", ""Friday: 7:00 AM – 10:30 PM"", ""Saturday: 7:00 AM – 10:30 PM"", ""Sunday: 7:00 AM – 10:30 PM""]",Sylwia Stachurska,5.0,"We was there for a diner and we love it! The lady there was lovely, food delicious, we definitely coming back!",2025-07-05 14:24:08,en,0.9431,0.0,0.516,0.484,Positive
JASHARI GYROS,4.9,47.0,"856 Bristol Rd, Birmingham B29 6HW, UK",ChIJGcctnS-9cEgRDeIjER5dMNc,"[""Monday: 7:00 AM – 10:30 PM"", ""Tuesday: 7:00 AM – 10:30 PM"", ""Wednesday: 7:00 AM – 10:30 PM"", ""Thursday: 7:00 AM – 10:30 PM"", ""Friday: 7:00 AM – 10:30 PM"", ""Saturday: 7:00 AM – 10:30 PM"", ""Sunday: 7:00 AM – 10:30 PM""]",Rob,5.0,"Tasty Greek food, feels very similar to what you'd actually get on a Greek resort island! Portion size is great (bigger than you'd expect) and the staff are friendly. 👌",2025-05-05 15:53:31,en,0.8221,0.0,0.774,0.226,Positive
Hyderabad Wala Birmingham,4.4,553.0,"858 Bristol Rd, Birmingham B29 6HW, UK",ChIJQz0pSFG9cEgRGSgahe1S_i8,"[""Monday: 12:00 PM – 12:00 AM"", ""Tuesday: 12:00 PM – 12:00 AM"", ""Wednesday: 12:00 PM – 12:00 AM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 12:00 AM"", ""Saturday: 12:00 PM – 12:00 AM"", ""Sunday: 12:00 PM – 12:00 AM""]",Priya Shan,5.0,"Absolutely loved the food at Hyderabad Biryani Wala rich, flavorful, and authentic! A big thank you to Sakshi for her amazing service. She was super friendly and bubbly, and took the time to explain the dishes to us in detail, which really helped us choose the perfect meal. Her warm and cheerful attitude made the experience even better. Great food, great staff. highly recommend!",2025-07-11 16:26:06,en,0.9927,0.0,0.528,0.472,Positive
Hyderabad Wala Birmingham,4.4,553.0,"858 Bristol Rd, Birmingham B29 6HW, UK",ChIJQz0pSFG9cEgRGSgahe1S_i8,"[""Monday: 12:00 PM – 12:00 AM"", ""Tuesday: 12:00 PM – 12:00 AM"", ""Wednesday: 12:00 PM – 12:00 AM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 12:00 AM"", ""Saturday: 12:00 PM – 12:00 AM"", ""Sunday: 12:00 PM – 12:00 AM""]",Chandra Shekhar,1.0,"The service at this Hyderabad wala Birmingham restaurant was extremely disappointing, and the staff was impolite. I ordered fried piece biryani, but instead, they served a dish with a tomato-flavored gravy and cold chicken pieces. When we explained the issue to the waiter, he dismissively insisted it was fried piece biryani and told us to eat it, claiming it would taste nice. I’ve never encountered such an unprofessional response.

Additionally, the family dum biryani we ordered for our group was served cold, completely lacking in flavor and hygiene. As a Hyderabadi, I know what authentic biryani should taste like, but this was utterly disappointing. They couldn’t even manage to serve hot food, let alone focus on taste or quality. I seriously question how this restaurant meets food hygiene and safety standards.

I strongly recommend avoiding this place. It’s a waste of time and money, especially given their poor hygiene and substandard service.",2025-04-23 15:39:31,en,-0.9115,0.166,0.74,0.094,Negative
Hyderabad Wala Birmingham,4.4,553.0,"858 Bristol Rd, Birmingham B29 6HW, UK",ChIJQz0pSFG9cEgRGSgahe1S_i8,"[""Monday: 12:00 PM – 12:00 AM"", ""Tuesday: 12:00 PM – 12:00 AM"", ""Wednesday: 12:00 PM – 12:00 AM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 12:00 AM"", ""Saturday: 12:00 PM – 12:00 AM"", ""Sunday: 12:00 PM – 12:00 AM""]",Dhara Meenakshi,5.0,Great food🤤 Apollo fish is a must try. And the Rice Kheer was 💯. Table service is also great. Overall a good choice if you want to try Hyderabad food and Indian food mostly.,2025-07-12 16:05:37,en,0.9081,0.0,0.693,0.307,Positive
Hyderabad Wala Birmingham,4.4,553.0,"858 Bristol Rd, Birmingham B29 6HW, UK",ChIJQz0pSFG9cEgRGSgahe1S_i8,"[""Monday: 12:00 PM – 12:00 AM"", ""Tuesday: 12:00 PM – 12:00 AM"", ""Wednesday: 12:00 PM – 12:00 AM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 12:00 AM"", ""Saturday: 12:00 PM – 12:00 AM"", ""Sunday: 12:00 PM – 12:00 AM""]",Aniya Birdi,5.0,Such good food and such good service. Cute small restaurant with amazing South Indian food. Highly recommend. We came with 22 people for my friends birthday and had a great time.,2025-06-05 22:12:01,en,0.9705,0.0,0.504,0.496,Positive
Hyderabad Wala Birmingham,4.4,553.0,"858 Bristol Rd, Birmingham B29 6HW, UK",ChIJQz0pSFG9cEgRGSgahe1S_i8,"[""Monday: 12:00 PM – 12:00 AM"", ""Tuesday: 12:00 PM – 12:00 AM"", ""Wednesday: 12:00 PM – 12:00 AM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 12:00 AM"", ""Saturday: 12:00 PM – 12:00 AM"", ""Sunday: 12:00 PM – 12:00 AM""]",Arbaz Muzaffer,5.0,"Licked Clean My Plate - Just wanted to share my thoughts on a few dishes I’ve tried so far at Hyderabad Wala — figured it’s finally time to write a little something.

Chicken Dum Biryani – hands down 10/10. If you like your food spicy (like I do — the spicier the better), this place hits the spot. You can actually talk to the restaurant about the spice level, which is great. The rice was super fragrant and packed with flavor. I usually only have biryani every few months, but in the last 3 weeks alone, I’ve already had it three times here. That says something!

Tried the Chicken Liver with Tandoori Naan today — wow. It was amazing and honestly made me a bit homesick. Haven’t had liver since I was back home, and this took me right back. So good.

Then we had the Masala Chai — it comes in a smaller cup than I’d usually go for, but considering the price, it makes sense. Plus, it was really good! Totally recommend it after your meal.

The vibe at the place is great, and the service has been one of the best I’ve experienced in Birmingham so far. It gets pretty busy in the evenings, but it’s super chill during the day — perfect if you’re looking to grab lunch and maybe get some work done (I usually catch up on emails there).

Probably my longest review yet, but definitely worth writing. I’ll keep updating as I try more dishes!",2025-04-16 16:26:36,en,0.997,0.016,0.743,0.241,Positive
Grill N Shake (selly oak) halal,4.7,204.0,"12 Oak Tree Ln, Birmingham B29 6HX, UK",ChIJx86WieC9cEgRx_z9IvlG5yA,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 10:00 PM"", ""Saturday: 9:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 9:00 PM""]",Jay2T20038,5.0,"Had the burgers from here a couple times and they were amazing. We were kindly served by Anmol who was very attentive. The fries and shakes were also really nice, and food is great value for money. Great spot, and definitely visiting again to try more of the menu 🔥",2025-05-20 12:40:58,en,0.9732,0.0,0.637,0.363,Positive
Grill N Shake (selly oak) halal,4.7,204.0,"12 Oak Tree Ln, Birmingham B29 6HX, UK",ChIJx86WieC9cEgRx_z9IvlG5yA,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 10:00 PM"", ""Saturday: 9:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 9:00 PM""]",haleema bee,5.0,"Served by Anmol , she was very attentive and good. I really enjoy this place and recommend it to all my friends! Very considerate especially for students too offering discount and deals on different days. Had the Mexican burger and chicken burrito 10/10!!",2025-04-17 21:58:11,en,0.9462,0.0,0.688,0.312,Positive
Grill N Shake (selly oak) halal,4.7,204.0,"12 Oak Tree Ln, Birmingham B29 6HX, UK",ChIJx86WieC9cEgRx_z9IvlG5yA,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 10:00 PM"", ""Saturday: 9:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 9:00 PM""]",Abu Ibrahim Nadim,5.0,"This is an excellent place to eat in or take away. The price is reasonable, The staff is helpful and welcoming. Food was prepared quick and very delicious.
Make sure you visit when you are hungry.",2025-02-11 19:58:36,en,0.9506,0.0,0.627,0.373,Positive
Grill N Shake (selly oak) halal,4.7,204.0,"12 Oak Tree Ln, Birmingham B29 6HX, UK",ChIJx86WieC9cEgRx_z9IvlG5yA,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 10:00 PM"", ""Saturday: 9:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 9:00 PM""]",Akhil Jasthi,5.0,Chef Rahul was very friendly and polite made some modifications in food by considering our taste. That's amazing!! Anmol received with great hospitality and served food with passion.,2025-01-22 14:38:28,en,0.943,0.0,0.616,0.384,Positive
